,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
23629,인천광역시 계양구청,인천광역시 계양구 안남로548번길,인천광역시 계양구 효성1동 63 효성프라자,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532233500000004,126.7107118,2019-11-01,3550000,인천광역시 계양구
23630,인천광역시 계양구청,인천광역시 계양구 안남로548번길,인천광역시 계양구 효성1동 63 효성프라자,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532233500000004,126.7107118,2019-11-01,3550000,인천광역시 계양구
23631,인천광역시 계양구청,인천광역시 계양구 봉오대로569번길 10,인천광역시 계양구 효성1동 15-3 명현초통학로,어린이보호,1,200.0,360도 전방면,30.0,201412,032-450-4952,37.532144200000005,126.71193090000001,2019-11-01,3550000,인천광역시 계양구
23632,인천광역시 계양구청,인천광역시 계양구 안남로 554번길,인천광역시 계양구 효성동 21-26 명현초등학교,어린이보호,1,200.0,360도 전방면,30.0,201512,032-450-4952,37.532375,126.7127514,2019-11-01,3550000,인천광역시 계양구
23633,인천광역시 계양구청,인천광역시 계양구 봉오대로601번길 8,인천광역시 계양구 효성1동 286-7 부일빌라 앞,생활방범,1,200.0,360도 전방면,30.0,201412,032-450-4952,37.5312355,126.71594340000001,2019-11-01,3550000,인천광역시 계양구
23634,인천광역시 계양구청,인천광역시 계양구 안남로 565번길 12,인천광역시 계양구 효성동 43-10 대흥아이빌,생활방범,1,200.0,360도 전방면,30.0,201712,032-450-4952,37.5332622,126.7089483,2019-11-01,3550000,인천광역시 계양구
23635,인천광역시 계양구청,인천광역시 계양구 안남로 565번길 12,인천광역시 계양구 효성동 43-10 대흥아이빌,생활방범,1,200.0,360도 전방면,30.0,201712,032-450-4952,37.5332622,126.7089483,2019-11-01,3550000,인천광역시 계양구
23636,인천광역시 계양구청,인천광역시 계양구 안남로 565번길 12,인천광역시 계양구 효성동 43-10 대흥아이빌,생활방범,1,200.0,360도 전방면,30.0,201712,032-450-4952,37.5332622,126.7089483,2019-11-01,3550000,인천광역시 계양구
23637,인천광역시 계양구청,인천광역시 계양구 안남로 565번길 12,인천광역시 계양구 효성동 43-10 대흥아이빌,생활방범,1,200.0,360도 전방면,30.0,201712,032-450-4952,37.5332622,126.7089483,2019-11-01,3550000,인천광역시 계양구
23638,인천광역시 계양구청,인천광역시 계양구 길마로 88번길 5,인천광역시 계양구 효성1동 1-14 현대A_원익맨션 사이길,생활방범,1,130.0,360도 전방면,30.0,201112,032-450-4952,37.5332901,126.7154439,2019-11-01,3550000,인천광역시 계양구
23642,인천광역시 계양구청,인천광역시 계양구 새벌로 189,인천광역시 계양구 효성1동 1-29 경인교대 후문,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.5339548,126.7173503,2019-11-01,3550000,인천광역시 계양구
23646,인천광역시 계양구청,인천광역시 계양구 안남로 606번길,인천광역시 계양구 효성동 산18 이촌근린공원,생활방범,1,200.0,360도 전방면,30.0,201512,032-450-4952,37.5357287,126.71164590000001,2019-11-01,3550000,인천광역시 계양구
23648,인천광역시 계양구청,인천광역시 계양구 봉오대로531번길 22-3,인천광역시 계양구 효성1동 90-2 예랑유치원,어린이보호,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.53268320000001,126.7082018,2019-11-01,3550000,인천광역시 계양구
23649,인천광역시 계양구청,인천광역시 계양구 봉오대로531번길 22-3,인천광역시 계양구 효성1동 90-2 예랑유치원,어린이보호,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.53268320000001,126.7082018,2019-11-01,3550000,인천광역시 계양구
23650,인천광역시 계양구청,인천광역시 계양구 안남로551번길 12,인천광역시 계양구 효성1동 76 봄소리 어린이집 앞,어린이보호,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532000700000005,126.70930290000001,2019-11-01,3550000,인천광역시 계양구
23651,인천광역시 계양구청,인천광역시 계양구 안남로551번길 12,인천광역시 계양구 효성1동 76 봄소리 어린이집 앞,어린이보호,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532000700000005,126.70930290000001,2019-11-01,3550000,인천광역시 계양구
23652,인천광역시 계양구청,인천광역시 계양구 봉오대로 531번길 32 예일교회,인천광역시 계양구 효성동 96-4 예일교회,생활방범,1,200.0,360도 전방면,30.0,201512,032-450-4952,37.5336281,126.7075899,2019-11-01,3550000,인천광역시 계양구
23653,인천광역시 계양구청,인천광역시 계양구 봉오대로 531번길 32 예일교회,인천광역시 계양구 효성동 96-4 예일교회,생활방범,1,200.0,360도 전방면,30.0,201512,032-450-4952,37.5336281,126.7075899,2019-11-01,3550000,인천광역시 계양구
23654,인천광역시 계양구청,인천광역시 계양구 봉오대로 569번길 10 명현초등학교,인천광역시 계양구 효성동 15-3 명현초등학교,어린이보호,1,200.0,360도 전방면,30.0,201612,032-450-4952,37.5312625,126.7118803,2019-11-01,3550000,인천광역시 계양구
23655,인천광역시 계양구청,인천광역시 계양구 봉오대로 569번길 10 명현초등학교,인천광역시 계양구 효성동 15-3 명현초등학교,어린이보호,1,200.0,360도 전방면,30.0,201612,032-450-4952,37.5312625,126.7118803,2019-11-01,3550000,인천광역시 계양구
23656,인천광역시 계양구청,인천광역시 계양구 봉오대로 569번길 10 명현초등학교,인천광역시 계양구 효성동 15-3 명현초등학교,어린이보호,1,200.0,360도 전방면,30.0,201612,032-450-4952,37.5312625,126.7118803,2019-11-01,3550000,인천광역시 계양구
23657,인천광역시 계양구청,인천광역시 계양구 봉오대로 531번길 20,인천광역시 계양구 효성1동 89-1 궁전빌라앞,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532584,126.7075762,2019-11-01,3550000,인천광역시 계양구
23658,인천광역시 계양구청,인천광역시 계양구 봉오대로 531번길 20,인천광역시 계양구 효성1동 89-1 궁전빌라앞,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.532584,126.7075762,2019-11-01,3550000,인천광역시 계양구
23659,인천광역시 계양구청,인천광역시 계양구 봉오대로531번길 22,인천광역시 계양구 효성1동 106-1 효성보은교회 앞,생활방범,1,130.0,360도 전방면,30.0,201212,032-450-4952,37.532957,126.707574,2019-11-01,3550000,인천광역시 계양구
23660,인천광역시 계양구청,인천광역시 계양구 봉오대로531번길 22,인천광역시 계양구 효성1동 106-1 효성보은교회 앞,생활방범,1,130.0,360도 전방면,30.0,201212,032-450-4952,37.532957,126.707574,2019-11-01,3550000,인천광역시 계양구
23661,인천광역시 계양구청,인천광역시 계양구 길마로 10,인천광역시 계양구 효성1동 99 백영아파트 입구(길마로 10),생활방범,1,200.0,360도 전방면,30.0,201512,032-450-4952,37.5337348,126.70678889999999,2019-11-01,3550000,인천광역시 계양구
23662,인천광역시 계양구청,인천광역시 계양구 길마로 11번길 6,인천광역시 계양구 효성1동 34-20 백영아파트 앞,생활방범,1,130.0,360도 전방면,30.0,201212,032-450-4952,37.5344883,126.70670690000001,2019-11-01,3550000,인천광역시 계양구
23663,인천광역시 계양구청,인천광역시 계양구 길마로 11번길,인천광역시 계양구 효성동 산 38 물놀이장2,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.5359609,126.70593149999999,2019-11-01,3550000,인천광역시 계양구
23664,인천광역시 계양구청,인천광역시 계양구 길마로 11번길,인천광역시 계양구 효성동 산 38 물놀이장1,생활방범,1,200.0,360도 전방면,30.0,201611,032-450-4952,37.535858000000005,126.7059015,2019-11-01,3550000,인천광역시 계양구
23791,충청북도 제천시청,충청북도 제천시,충청북도 제천시 남천동 589,생활방범,3,200.0,전방 50M 및 360도,30.0,201507,043-641-5803,37.13642,128.21452,2020-07-10,4400000,충청북도 제천시
23792,충청북도 제천시청,충청북도 제천시 학사촌길23(신월동),충청북도 제천시,생활방범,3,200.0,전방 50M 및 360도,30.0,201507,043-641-5803,37.171217,128.197011,2020-07-10,4400000,충청북도 제천시
23793,충청북도 제천시청,충청북도 제천시 하소로23(하소동),충청북도 제천시,생활방범,1,200.0,전방 50M 및 360도,30.0,201507,043-641-5803,37.13805,128.1985,2020-07-10,4400000,충청북도 제천시
23796,전라남도 보성군,전라남도 보성군 보성읍 봉화로 161-1,전라남도 보성군 보성읍 보성리 47-3,차량방범,1,200.0,88마트방향,30.0,202006,061-850-5561,34.769335999999996,127.088264,2020-06-02,4890000,전라남도 보성군
23797,서울특별시 중구청,서울특별시 중구 다산로33가길 17 앞,서울특별시 중구 신당동 241-26,생활방범,2,200.0,회전형,30.0,201612,02-3396-4744,37.563383,127.014276,2019-11-21,3010000,서울특별시 중구
23798,서울특별시 중구청,서울특별시 중구 다산로42나길 12 앞,서울특별시 중구 다산동 122-10,생활방범,2,200.0,회전형,30.0,201802,02-3396-4744,37.563894,127.018922,2019-11-21,3010000,서울특별시 중구
23799,서울특별시 중구청,서울특별시 중구 다산로42나길 12 앞,서울특별시 중구 다산동 122-10,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.563662,127.018424,2019-11-21,3010000,서울특별시 중구
23800,서울특별시 중구청,서울특별시 중구 난계로 6길 8,서울특별시 중구 신당5동 산12-75,생활방범,2,200.0,회전형,30.0,201802,02-3396-4744,37.562913,127.025051,2019-11-21,3010000,서울특별시 중구
23801,서울특별시 중구청,서울특별시 중구 난계로 6길 8,서울특별시 중구 신당5동 산12-75,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.562546000000005,127.024957,2019-11-21,3010000,서울특별시 중구
23802,서울특별시 중구청,서울특별시 중구 난계로 6길 8,서울특별시 중구 신당5동 산12-75,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.562486,127.02452199999999,2019-11-21,3010000,서울특별시 중구
23803,서울특별시 중구청,서울특별시 중구 다산로14길 47,서울특별시 중구 청구동 340-15,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.555576,127.01379299999999,2019-11-21,3010000,서울특별시 중구
23804,서울특별시 중구청,서울특별시 중구 다산로14길 47,서울특별시 중구 청구동 340-15,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.555803000000004,127.014,2019-11-21,3010000,서울특별시 중구
23805,서울특별시 중구청,서울특별시 중구 동호로 11자길 19 옆,서울특별시 중구 다산동 432-1971,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.551162,127.00573200000001,2019-11-21,3010000,서울특별시 중구
23806,서울특별시 중구청,서울특별시 중구 동호로 11차길 1 옆,서울특별시 중구 다산동 432-517,생활방범,2,200.0,회전형,30.0,201612,02-3396-4744,37.552165,127.004883,2019-11-21,3010000,서울특별시 중구
23807,서울특별시 중구청,서울특별시 중구 동호로 11차길 1 옆,서울특별시 중구 다산동 432-517,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.552099,127.005081,2019-11-21,3010000,서울특별시 중구
23808,서울특별시 중구청,서울특별시 중구 정동 34-31,서울특별시 중구 정동 34-31,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.564228,126.97273999999999,2019-11-21,3010000,서울특별시 중구
23809,서울특별시 중구청,서울특별시 중구 퇴계로 45길 32-12,서울특별시 중구 충무로5가 21,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.563781,126.999448,2019-11-21,3010000,서울특별시 중구
23810,서울특별시 중구청,서울특별시 중구 퇴계로 45길 32-12,서울특별시 중구 충무로5가 21,생활방범,2,200.0,회전형,30.0,201805,02-3396-4744,37.56389,127.000153,2019-11-21,3010000,서울특별시 중구
23811,서울특별시 중구청,서울특별시 중구 퇴계로 303-9 옆,서울특별시 중구 광희동 1가 238,생활방범,2,200.0,회전형,30.0,201802,02-3396-4744,37.564287,127.005003,2019-11-21,3010000,서울특별시 중구
23812,서울특별시 중구청,서울특별시 중구 을지로 3길 49,서울특별시 중구 다동 51-2,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.56807,126.980653,2019-11-21,3010000,서울특별시 중구
23813,서울특별시 중구청,서울특별시 중구 을지로 3길 49,서울특별시 중구 다동 51-2,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.568163,126.98083600000001,2019-11-21,3010000,서울특별시 중구
23814,서울특별시 중구청,서울특별시 중구 중구 남대문로10길 29 옆,서울특별시 중구 삼각동 118,생활방범,2,200.0,회전형,30.0,201802,02-3396-4744,37.568213,126.984877,2019-11-21,3010000,서울특별시 중구
23815,서울특별시 중구청,서울특별시 중구 통일로 102 옆,서울특별시 중구 의주로1가 44-2,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.563955,126.96867900000001,2019-11-21,3010000,서울특별시 중구
23816,서울특별시 중구청,서울특별시 중구 정동길 21-8,서울특별시 중구 정동 15-1,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.56792,126.97164,2019-11-21,3010000,서울특별시 중구
23817,서울특별시 중구청,서울특별시 중구 정동길 21-8,서울특별시 중구 정동 15-1,생활방범,2,200.0,회전형,30.0,201401,02-3396-4744,37.568377000000005,126.971341,2019-11-21,3010000,서울특별시 중구
23818,서울특별시 중구청,서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 351-104,생활방범,1,200.0,회전형,30.0,201709,02-3396-4744,37.544995,127.00816999999999,2019-11-21,3010000,서울특별시 중구
23819,서울특별시 중구청,서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 844-10,생활방범,1,200.0,회전형,30.0,201709,02-3396-4744,37.548794,127.01039399999999,2019-11-21,3010000,서울특별시 중구
23820,서울특별시 중구청,서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 산55,생활방범,1,200.0,회전형,30.0,201709,02-3396-4744,37.550378,127.013653,2019-11-21,3010000,서울특별시 중구
23821,서울특별시 중구청,서울특별시 중구 칠패로 27 (순화동),서울특별시 중구 순화동 9-5,생활방범,1,200.0,회전형,30.0,201401,02-3396-4744,37.559958,126.971562,2019-11-21,3010000,서울특별시 중구
23822,서울특별시 중구청,서울특별시 중구 칠패로 27 (순화동),서울특별시 중구 순화동 9-5,생활방범,1,200.0,회전형,30.0,201612,02-3396-4744,37.560286,126.971651,2019-11-21,3010000,서울특별시 중구
23823,서울특별시 중구청,서울특별시 중구 매봉18길 79 (금호동2가),서울특별시 중구 약수동 333-771,생활방범,1,200.0,회전형,30.0,201704,02-3396-4744,37.554534000000004,127.01698999999999,2019-11-21,3010000,서울특별시 중구
23824,서울특별시 중구청,서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,130.0,회전형,30.0,201207,02-3396-4744,37.556723999999996,126.96631799999999,2019-11-21,3010000,서울특별시 중구
23825,서울특별시 중구청,서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,200.0,회전형,30.0,201802,02-3396-4744,37.555316,126.964395,2019-11-21,3010000,서울특별시 중구
23826,서울특별시 중구청,서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,130.0,회전형,30.0,201207,02-3396-4744,37.555758000000004,126.964083,2019-11-21,3010000,서울특별시 중구
23827,서울특별시 중구청,서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동1가 57-7,생활방범,1,200.0,회전형,30.0,201802,02-3396-4744,37.555239,126.964572,2019-11-21,3010000,서울특별시 중구
23834,양주시청,경기도 양주시 부흥로 1373-7,경기도 양주시 유양동 511-1,어린이보호,5,200.0,유양초등학교,30.0,201201,031-8082-4502,37.78588161,127.0274047,2019-11-05,5590000,경기도 양주시
23837,양주시청,경기도 양주시 광적면 그루고개로 34,경기도 양주시 광적면 가납리 395,어린이보호,3,200.0,가납1리 놀이터,30.0,201101,031-8082-4502,37.82025409,126.98902849999999,2019-11-05,5590000,경기도 양주시
23839,양주시청,경기도 양주시 외미로20번길 27,경기도 양주시 남방동 206-43,어린이보호,4,200.0,남방4통 놀이터,30.0,201101,031-8082-4502,37.76781071,127.04330559999998,2019-11-05,5590000,경기도 양주시
23840,양주시청,경기도 양주시 고읍남로 205,경기도 양주시 광사동 659,어린이보호,4,200.0,하늘물공원 광장,30.0,201101,031-8082-4502,37.79168894,127.0847499,2019-11-05,5590000,경기도 양주시
23841,양주시청,경기도 양주시 고읍남로 205,경기도 양주시 광사동 659,어린이보호,4,200.0,하늘물공원 체육시설,30.0,201101,031-8082-4502,37.79168894,127.0847499,2019-11-05,5590000,경기도 양주시
23845,양주시청,경기도 양주시 백석읍 양주산성로800번길 64-19,경기도 양주시 백석읍 가업리 369-3,어린이보호,3,200.0,가업2리 놀이터,30.0,201101,031-8082-4502,37.79304594,126.97209309999998,2019-11-05,5590000,경기도 양주시
23851,양주시청,경기도 양주시 고암길 242,경기도 양주시 고암동 580-5,생활방범,4,200.0,주원초교 앞 사거리,30.0,200701,031-8082-4502,37.83553749,127.07289479999999,2019-11-05,5590000,경기도 양주시
23852,양주시청,경기도 양주시 고암길 208,경기도 양주시 고암동 580-8,생활방범,2,200.0,골드프라자 앞,30.0,200701,031-8082-4502,37.8349065,127.07442920000001,2019-11-05,5590000,경기도 양주시
23860,양주시청,경기도 양주시 백석읍 꿈나무로 321,경기도 양주시 백석읍 가업리 104-4,어린이보호,4,200.0,신지초교 앞 사거리,30.0,201101,031-8082-4502,37.78165638,126.9839169,2019-11-05,5590000,경기도 양주시
23861,양주시청,경기도 양주시 백석읍 중앙로223번길 10-11,경기도 양주시 백석읍 오산리 524,어린이보호,4,200.0,백석초교 후문,30.0,201101,031-8082-4502,37.79632069,126.9859165,2019-11-05,5590000,경기도 양주시
23864,양주시청,경기도 양주시 남면 삼일로731번길 42,경기도 양주시 남면 입암리 90,어린이보호,5,200.0,남면초교 후문부근,30.0,201201,031-8082-4502,37.88052104,126.9956624,2019-11-05,5590000,경기도 양주시
23876,양주시청,경기도 양주시 백석읍 부흥로983번길 12-4,경기도 양주시 백석읍 방성리 산 4-35,어린이보호,6,200.0,가납 제2어린이공원,30.0,201201,031-8082-4502,37.80807364,126.99845559999999,2019-11-05,5590000,경기도 양주시
23879,전라남도 보성군,전라남도 보성군 보성읍 봉화로 161-1,전라남도 보성군 보성읍 보성리 47-3,차량방범,1,200.0,체육관방향,30.0,202006,061-850-5561,34.769335999999996,127.088264,2020-06-02,4890000,전라남도 보성군
24094,인천광역시 부평구청,인천광역시 부평구 부흥로 323,인천광역시 부평구 부평동 399-9,쓰레기단속,1,200.0,360도 전방면,30.0,201904,032-509-6112,37.498335,126.727177,2019-10-23,3540000,인천광역시 부평구
24095,인천광역시 부평구청,인천광역시 부평구 신촌로 49,인천광역시 부평구 부평동 285-45,쓰레기단속,1,200.0,360도 전방면,30.0,201904,032-509-6112,37.487569,126.710726,2019-10-23,3540000,인천광역시 부평구
24096,인천광역시 부평구청,인천광역시 부평구 부영로31번길 23-1,인천광역시 부평구 부평동 760-3,쓰레기단속,1,200.0,360도 전방면,30.0,201904,032-509-6112,37.48803567,126.7164185,2019-10-23,3540000,인천광역시 부평구
24097,인천광역시 부평구청,인천광역시 부평구 경인로818번길 21,인천광역시 부평구 부평동 768-7,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.481765,126.713866,2019-10-23,3540000,인천광역시 부평구
24098,인천광역시 부평구청,인천광역시 부평구 부영로31번길 3,인천광역시 부평구 부평동 760-907,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.488116,126.717145,2019-10-23,3540000,인천광역시 부평구
24099,인천광역시 부평구청,인천광역시 부평구 안남로16번길 31,인천광역시 부평구 부평동 759-13,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.487155,126.71649599999999,2019-10-23,3540000,인천광역시 부평구
24100,인천광역시 부평구청,인천광역시 부평구 남부역로5번길 46,인천광역시 부평구 부평동 752-75,쓰레기단속,1,200.0,360도 전방면,30.0,201904,032-509-6112,37.486834,126.719872,2019-10-23,3540000,인천광역시 부평구
24101,인천광역시 부평구청,인천광역시 부평구 경인로902번길12,인천광역시 부평구 부평동 674-3,쓰레기단속,1,200.0,360도 전방면,30.0,201904,032-509-6112,37.485779799999996,126.72057099999999,2019-10-23,3540000,인천광역시 부평구
24102,인천광역시 부평구청,인천광역시 부평구 가재울로 174,인천광역시 부평구 십정동 558-7,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.472243,126.689054,2019-10-23,3540000,인천광역시 부평구
24103,인천광역시 부평구청,인천광역시 부평구 배곶북로 15,인천광역시 부평구 십정동 302,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.473511,126.697025,2019-10-23,3540000,인천광역시 부평구
24104,인천광역시 부평구청,인천광역시 부평구 아트센터로74번길 78,인천광역시 부평구 십정동 491-1,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.473125,126.707072,2019-10-23,3540000,인천광역시 부평구
24105,인천광역시 부평구청,인천광역시 부평구 백범로478번길 19,인천광역시 부평구 십정동 425-5,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.469752,126.698811,2019-10-23,3540000,인천광역시 부평구
24106,인천광역시 부평구청,인천광역시 부평구 배곶남로 3,인천광역시 부평구 십정동 356-6,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.471614,126.695295,2019-10-23,3540000,인천광역시 부평구
24107,인천광역시 부평구청,인천광역시 부평구 배곶로 79-1,인천광역시 부평구 십정동 324-2,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.475071,126.695573,2019-10-23,3540000,인천광역시 부평구
24108,인천광역시 부평구청,인천광역시 부평구 상정로 40,인천광역시 부평구 십정동 195-9,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.479378999999994,126.699731,2019-10-23,3540000,인천광역시 부평구
24109,인천광역시 부평구청,인천광역시 부평구 항동로 78,인천광역시 부평구 일신동 175-23,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.48184022,126.74164309999999,2019-10-23,3540000,인천광역시 부평구
24110,인천광역시 부평구청,인천광역시 부평구 경인로1118번길 28-1,인천광역시 부평구 일신동 107-28,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.484034,126.74356100000001,2019-10-23,3540000,인천광역시 부평구
24111,인천광역시 부평구청,인천광역시 부평구 길주남로125번길 11-9,인천광역시 부평구 부개동 12-205,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.504482,126.73570600000001,2019-10-23,3540000,인천광역시 부평구
24112,인천광역시 부평구청,인천광역시 부평구 부평문화로80번길13,인천광역시 부평구 부평동 193-13,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.49365603,126.72498929999999,2019-10-23,3540000,인천광역시 부평구
24113,인천광역시 부평구청,인천광역시 부평구 충선로 161번길 29-11,인천광역시 부평구 부개동 20-11,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.502623,126.735597,2019-10-23,3540000,인천광역시 부평구
24114,인천광역시 부평구청,인천광역시 부평구 충선로 35,인천광역시 부평구 부개동 139-22,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.492990999999996,126.733833,2019-10-23,3540000,인천광역시 부평구
24115,인천광역시 부평구청,인천광역시 부평구 수변로52번길 27,인천광역시 부평구 부개동 492-8,쓰레기단속,1,200.0,360도 전방면,30.0,201906,032-509-6112,37.491131,126.74220700000001,2019-10-23,3540000,인천광역시 부평구
24117,인천광역시 부평구청,인천광역시 부평구 경인로1084번길 25-5,인천광역시 부평구 부개동 358-6,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.485225,126.739474,2019-10-23,3540000,인천광역시 부평구
24118,인천광역시 부평구청,인천광역시 부평구 수변로9번길 29,인천광역시 부평구 부개동 299,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.48772983,126.7378692,2019-10-23,3540000,인천광역시 부평구
24119,인천광역시 부평구청,인천광역시 부평구 충선로 334-7,인천광역시 부평구 삼산동 334-7,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.519166,126.736048,2019-10-23,3540000,인천광역시 부평구
24121,인천광역시 부평구청,인천광역시 부평구 부평북로 368-1,인천광역시 부평구 삼산동 375-9,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.522606,126.734321,2019-10-23,3540000,인천광역시 부평구
24122,인천광역시 부평구청,인천광역시 부평구 장제로249번길 9,인천광역시 부평구 갈산동 397-18,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.507777000000004,126.730566,2019-10-23,3540000,인천광역시 부평구
24123,인천광역시 부평구청,인천광역시 부평구 주부토로146번길 13-1,인천광역시 부평구 갈산동 390-3,쓰레기단속,1,200.0,360도 전방면,30.0,201902,032-509-6112,37.50812056,126.72674009999999,2019-10-23,3540000,인천광역시 부평구
24124,인천광역시 부평구청,인천광역시 부평구 장제로373번길 22,인천광역시 부평구 갈산동 29-49,쓰레기단속,1,200.0,360도 전방면,30.0,201901,032-509-6112,37.518935,126.73118500000001,2019-10-23,3540000,인천광역시 부평구
24157,전라남도 보성군,전라남도 보성군 벌교읍 무만길 11-1,전라남도 보성군 벌교읍 장좌리 809-3,생활방범,1,200.0,벌교무만마을(입구),30.0,202003,061-850-5561,34.832664,127.33511200000001,2020-06-02,4890000,전라남도 보성군
24158,전라남도 보성군,전라남도 보성군 벌교읍 무만길 11-1,전라남도 보성군 벌교읍 장좌리 809-3,생활방범,1,200.0,벌교무만마을(회관),30.0,202003,061-850-5561,34.832664,127.33511200000001,2020-06-02,4890000,전라남도 보성군
24159,전라남도 보성군,전라남도 보성군 벌교읍 구치길 56-3,전라남도 보성군 벌교읍 고읍리 1186-2,생활방범,1,200.0,벌교구치마을(회관),30.0,202003,061-850-5561,34.872184000000004,127.31118899999998,2020-06-02,4890000,전라남도 보성군
24160,전라남도 보성군,전라남도 보성군 벌교읍 구치길 56-3,전라남도 보성군 벌교읍 고읍리 1186-2,생활방범,1,200.0,벌교구치마을(진입로),30.0,202003,061-850-5561,34.872184000000004,127.31118899999998,2020-06-02,4890000,전라남도 보성군
24161,전라남도 보성군,전라남도 보성군 벌교읍 낙성길 17,전라남도 보성군 벌교읍 낙성리 715-9,생활방범,1,200.0,벌교낙성마을(농협창고),30.0,202003,061-850-5561,34.878332,127.31086599999999,2020-06-02,4890000,전라남도 보성군
24162,전라남도 보성군,전라남도 보성군 벌교읍 낙성길 17,전라남도 보성군 벌교읍 낙성리 715-9,생활방범,1,200.0,벌교낙성마을(진입로),30.0,202003,061-850-5561,34.878332,127.31086599999999,2020-06-02,4890000,전라남도 보성군
24165,전라남도 보성군,전라남도 보성군 벌교읍 징광길 230,전라남도 보성군 벌교읍 징광리 360,생활방범,1,200.0,벌교징광마을(박강마을방향),30.0,202003,061-850-5561,34.862429999999996,127.28786299999999,2020-06-02,4890000,전라남도 보성군
24166,전라남도 보성군,전라남도 보성군 벌교읍 징광길 230,전라남도 보성군 벌교읍 징광리 360,생활방범,1,200.0,벌교징광마을(회관),30.0,202003,061-850-5561,34.862429999999996,127.28786299999999,2020-06-02,4890000,전라남도 보성군
24167,전라남도 보성군,전라남도 보성군 벌교읍 징광길 230,전라남도 보성군 벌교읍 징광리 360,생활방범,1,200.0,벌교징광마을(회관),30.0,202003,061-850-5561,34.862429999999996,127.28786299999999,2020-06-02,4890000,전라남도 보성군
24168,전라남도 보성군,전라남도 보성군 벌교읍 칠동길 9,전라남도 보성군 벌교읍 칠동리 308,생활방범,1,200.0,벌교칠동마을(회관),30.0,202003,061-850-5561,34.841601000000004,127.29823799999998,2020-06-02,4890000,전라남도 보성군
