발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,field_1,관리기관명,소재지도로,소재지지번,설치목적구,카메라대수,카메라화소,촬영방면정,보관일수,설치년월,관리기관전,위도_2,경도_2,데이터기준,제공기관코,제공기관명,시설종류,대상시설명,소재지도_1,소재지지_1,위도_2_2,경도_2_2,관리기관_1,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기_1,제공기관_1,제공기관_2,옐로카펫_,보호구역_,옐로카펫_설치유무,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm)
2016,20160211,주간,목,1,2,0,1,0,서울,성북구,차대차,측면직각충돌,측면직각충돌,신호위반,교차로,교차로내,원동기장치자전거,중형,957563.0,1955995.0,127.0190188,37.60252453,4974,서울특별시 성북구청,서울특별시 성북구 길음로 20,서울특별시 성북구 길음동 1283-4,생활방범,3,200.0,360,30.0,200712,02-2241-4562,37.6047422,127.022669,2020/03/31,3070000,서울특별시 성북구,유치원,선한유치원,서울특별시 성북구 길음로9길 73,,37.60398309,127.02058829999999,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,8,2020/02/28,3070000,서울특별시 성북구,0,98,0,8.1,1.6,13.5,0.1
2016,20161012,야간,수,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,964747.0,1956463.0,127.1005963,37.6069164,18072,서울특별시 중랑구청,서울특별시 중랑구 용마산로129나길 79,서울특별시 중랑구 신내1동 446-2,생활방범,3,200.0,0,30.0,201912,02-2094-0284,37.60411991,127.0989182,2020/05/06,3060000,서울특별시 중랑구,초등학교,서울신내초등학교,서울특별시 중랑구 용마산로 125나길 22,서울특별시 중랑구 신내1동 444,37.6049335,127.100154,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,95,0,15.5,11.4,20.7,
2016,20160923,주간,금,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,소형,보행자,965063.0,1955759.0,127.10421000000002,37.6005831,18070,서울특별시 중랑구청,서울특별시 중랑구 망우로 484,서울특별시 중랑구 망우본동 149-1,생활방범,3,200.0,0,30.0,201912,02-2094-0284,37.60048953,127.1059314,2020/05/06,3060000,서울특별시 중랑구,초등학교,서울망우초등학교,서울특별시 중랑구 망우로 72길 49,서울특별시 중랑구 망우본동 153-1,37.59873869,127.10384010000001,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,95,0,21.4,16.4,27.9,
2016,20161028,야간,금,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,중형,보행자,962884.0,1955045.0,127.0795616,37.59406226,18033,서울특별시 중랑구청,서울특별시 중랑구 중랑역로 7,서울특별시 중랑구 중화2동 208,생활방범,3,200.0,0,30.0,201912,02-2094-0284,37.594849,127.079592,2020/05/06,3060000,서울특별시 중랑구,유치원,동원초등학교병설유치원,서울특별시 중랑구 서울특별시 중랑구 송림길 114,서울특별시 중랑구 망우본동 216,37.59497800000001,127.07657,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,97,0,14.6,10.2,18.4,0.3
2016,20161119,주간,토,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,횡단보도부근,대형,보행자,963578.0,1954478.0,127.087451,37.58897947,18182,서울특별시 중랑구청,서울특별시 중랑구 면목로80길 13,서울특별시 중랑구 면목본동 233-26,생활방범,3,200.0,0,30.0,201005,02-2094-0284,37.59060287,127.08771509999998,2020/05/06,3060000,서울특별시 중랑구,초등학교,서울면목초등학교,서울특별시 중랑구 면목로 434,서울특별시 중랑구 면목본동 221,37.59069723,127.0872887,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,97,0,13.0,9.9,18.6,0.0
2016,20160619,야간,일,1,1,0,0,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,교차로 통행방법 위반,교차로,교차로내,소형,소형,941233.0,1948831.0,126.8348165,37.53692735,13192,서울특별시 양천구청,서울특별시 양천구 월정로33길 12,서울특별시 양천구 신월동 91-17,생활방범,5,200.0,360도 전방,30.0,200612,02-2620-4793,37.53537,126.833636,2019/11/20,3140000,서울특별시 양천구,초등학교,월정초등학교,서울특별시 강서구 월정로 176 (화곡동),,37.53499572,126.83629199999999,서울특별시 강서구청,강서경찰서,Y,2.0,12,2020/01/01,3150000,서울특별시 강서구,2017-11-15,97,0,24.1,20.3,29.3,0.0
2016,20160429,야간,금,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,대형,보행자,943777.0,1948440.0,126.8636403,37.53356193,13044,서울특별시 양천구청,서울특별시 양천구 목동중앙서로7가길 32,서울특별시 양천구 목동 788-11,생활방범,3,130.0,360도 전방,30.0,201012,02-2620-4793,37.533569,126.864322,2019/11/20,3140000,서울특별시 양천구,유치원,대유유치원,서울특별시 강서구 곰달래로57길 39 (화곡동),,37.53400816,126.86158799999998,서울특별시 강서구청,강서경찰서,Y,1.0,6,2020/01/01,3150000,서울특별시 강서구,0,98,0,16.2,10.9,22.6,0.3
2016,20160627,야간,월,1,1,0,0,0,서울,성동구,차대차,측면직각충돌,측면직각충돌,중앙선 침범,교차로,교차로부근,경형,대형,959186.0,1952521.0,127.0378137,37.57115618,47029,서울특별시 성동구청,서울특별시 성동구 청계천로10가길 72-30,서울특별시 성동구 마장동 465-14,생활방범,3,200.0,360도 전방면,30.0,201712,02-2286-5879,37.571308,127.036606,2020/06/08,3030000,서울특별시 성동구,어린이집,햇살어린이집,서울특별시 동대문구 청계천로 547,서울특별시 동대문구 용두동 696-9,37.57281917,127.0369829,서울특별시 동대문구청,동대문경찰서,N,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,11,0,24.4,19.9,29.5,
2016,20160213,야간,토,1,2,0,1,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,951596.0,1951000.0,126.9519667,37.55707939,4291,서울특별시 마포구청,서울특별시 마포구 신촌로30길 4,서울특별시 마포구 아현동 347-3,생활방범,1,200.0,360도전방면,30.0,201003,02-3153-8432,37.55679,126.951941,2019/06/25,3130000,서울특별시 마포구,초등학교,북성초등학교,서울특별시 서대문구 북아현로5나길 84,서울특별시 서대문구 북아현2동 215,37.559433,126.951959,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,6~7,2019/03/04,3120000,서울특별시 서대문구,0,97,0,11.0,5.8,14.4,21.0
2016,20160523,야간,월,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,951670.0,1951006.0,126.9528041,37.55713736,4291,서울특별시 마포구청,서울특별시 마포구 신촌로30길 4,서울특별시 마포구 아현동 347-3,생활방범,1,200.0,360도전방면,30.0,201003,02-3153-8432,37.55679,126.951941,2019/06/25,3130000,서울특별시 마포구,초등학교,북성초등학교,서울특별시 서대문구 북아현로5나길 84,서울특별시 서대문구 북아현2동 215,37.559433,126.951959,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,1.0,6~7,2019/03/04,3120000,서울특별시 서대문구,0,97,0,23.3,18.3,29.4,
2016,20160406,주간,수,1,1,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,,962110.0,1951074.0,127.0709996,37.55823891,42240,서울특별시 성동구청,서울특별시 성동구 동일로55가길 24 (송정동),서울특별시 성동구 송정동 97-6,시설물관리,3,200.0,360도 전방면,30.0,201805,02-2286-5879,37.557499,127.072006,2020/06/08,3030000,서울특별시 성동구,유치원,선미유치원,서울특별시 광진구 면목로5길 54 (군자동),서울특별시 광진구 군자동 182-2,37.556209,127.070827,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,6,0,14.4,6.6,22.9,3.0
2015,20150129,야,목,1,1,0,0,0,서울,구로구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,대형,942102.0,1945202.0,126.8449381,37.50427401,14217,서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13 공원안쪽,생활방범,1,200.0,120도,30.0,201512,02-2620-4793,37.506923,126.843573,2019/11/20,3140000,서울특별시 양천구,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.50491677,126.84437500000001,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,95,0,-1.1,-4.6,3.0,
2015,20151012,야,월,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,중형,없음,942107.0,1945256.9999999998,126.8449903,37.50477004,14217,서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13 공원안쪽,생활방범,1,200.0,120도,30.0,201512,02-2620-4793,37.506923,126.843573,2019/11/20,3140000,서울특별시 양천구,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.50491677,126.84437500000001,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,95,0,12.3,8.2,17.9,
2015,20150413,야,월,1,1,0,0,0,서울,서대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,없음,952584.0,1952736.9999999998,126.96304009999999,37.57278666,29713,서울특별시 종로구청,서울특별시 종로구 인왕산로1길 29,"서울특별시 종로구 사직동 304-36, 세븐일레븐 맞은편",생활방범,2,200.0,360도전방면,30.0,201312,02-2148-4301,37.5735323,126.9640974,2019/09/18,3000000,서울특별시 종로구,특수학교,수도사랑의학교,서울특별시 종로구 사직로7길17,서울특별시 종로구 사직동 262-57,37.574721,126.965217,종로구청,종로경찰서,Y,1.0,12,2019/01/14,3000000,서울특별시 종로구,0,6,0,12.0,7.4,17.6,6.5
2015,20151211,야,금,1,1,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,954275.0,1951804.9999999998,126.9822471,37.56447191,19093,서울특별시 중구청,서울특별시 중구 명동길 42 (명동2가),서울특별시 중구 명동2가 33-2,생활방범,1,200.0,회전형,30.0,201709,02-3396-4744,37.563617,126.984489,2019/11/21,3010000,서울특별시 중구,초등학교,한성화교소학교,서울특별시 중구 명동2길 35,서울특별시 중구 명동2가 83-8,37.56222092,126.983765,서울특별시 중구,서울남대문경찰서,Y,1.0,6,2020/07/14,3010000,서울특별시 중구,0,7,0,6.4,3.3,12.2,
2015,20150524,야,일,1,2,0,1,0,서울,노원구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로내,대형,대형,960516.0,1958611.0000000002,127.0525459,37.62610482,15244,서울특별시 노원구청,서울특별시 노원구 -,서울특별시 노원구 월계2동 555 각심어린이공원1,시설물관리,1,130.0,회전,30.0,201201,02-2116-3952,37.62954367,127.0518614,2019/04/08,3100000,서울특별시 노원구,초등학교,월계초교,서울특별시 노원구 월계로45가길 10,서울특별시 노원구 월계2동 806-3,37.627663,127.0501888,노원구청,노원경찰서,Y,2.0,7~12,2020/07/14,3100000,서울특별시 노원구,0,96,0,21.0,14.0,28.5,
2015,20150217,주,화,1,1,0,0,0,서울,노원구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,자전거,960684.0,1963566.0,127.0541828,37.67077226,14711,서울특별시 노원구청,서울특별시 노원구 동일로231길 23 노일유치원앞,서울특별시 노원구 상계1동 1039-4 삼거리 (노일유치원 맞은편),생활방범,1,200.0,회전,30.0,201002,02-2116-4917,37.67217289,127.0538774,2019/04/08,3100000,서울특별시 노원구,초등학교,상경초교,서울특별시 노원구 수락산로 237,서울특별시 노원구 상계8동 621,37.67055277,127.0516731,노원구청,노원경찰서,Y,1.0,9.7~22,2020/07/14,3100000,서울특별시 노원구,0,96,0,1.9,0.5,4.1,0.5
2015,20150409,주,목,1,1,0,0,0,서울,노원구,차대차,기타,기타,중앙선 침범,교차로,교차로내,자전거,중형,961539.0,1958836.9999999998,127.0641268,37.6281852,14681,서울특별시 노원구청,서울특별시 노원구 월계로 376 녹천중후문,서울특별시 노원구 월계3동 316-2,생활방범,1,130.0,회전,30.0,201307,02-2116-4917,37.63074941,127.0630992,2019/04/08,3100000,서울특별시 노원구,초등학교,녹천초교,서울특별시 노원구 마들로3길 34,서울특별시 노원구 월계3동 223,37.62850733,127.06311299999999,노원구청,노원경찰서,Y,2.0,11.5~28.5,2020/07/14,3100000,서울특별시 노원구,0,96,0,9.6,3.8,16.3,
2015,20150912,야,토,1,1,0,0,0,서울,노원구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,961501.0,1959358.0,127.0636687,37.63287949,14563,서울특별시 노원구청,서울특별시 노원구 공릉동707-1,서울특별시 노원구 공릉동707-1,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.63084414,127.0656285,2019/04/08,3100000,서울특별시 노원구,초등학교,중현초교,서울특별시 노원구 섬밭로 181,서울특별시 노원구 하계2동 340,37.63251336,127.065953,노원구청,노원경찰서,Y,1.0,7.5~19.5,2020/07/14,3100000,서울특별시 노원구,0,96,0,19.2,15.5,24.0,
2015,20150128,주,수,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960893.0,1957548.9999999998,127.0568749,37.61654891,14468,서울특별시 노원구청,서울특별시 노원구 광운로2길 47-5,서울특별시 노원구 월계동 476-11,생활방범,1,200.0,회전,30.0,201512,02-2116-4917,37.61702532,127.05935950000001,2019/04/08,3100000,서울특별시 노원구,초등학교,선곡초교,서울특별시 노원구 광운로2길 1,서울특별시 노원구 월계1동 470,37.61869289,127.0578035,노원구청,노원경찰서,Y,2.0,3.5~20,2020/07/14,3100000,서울특별시 노원구,0,95,0,-4.1,-9.1,2.7,
2015,20150910,주,목,1,1,0,0,0,서울,노원구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,중형,962215.0,1962232.9999999998,127.0716119,37.65882206,14385,서울특별시 노원구청,서울특별시 노원구 상계로27길11,서울특별시 노원구 상계동 389-680,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.65903367,127.0705807,2019/04/08,3100000,서울특별시 노원구,초등학교,중계초교,서울특별시 노원구 한글비석로19길 39,서울특별시 노원구 중계4동 447-2,37.65784108,127.07331,노원구청,노원경찰서,Y,5.0,5~11,2020/07/14,3100000,서울특별시 노원구,0,97,0,22.4,17.0,28.4,
2015,20151107,야,토,1,2,0,1,0,서울,노원구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로내,중형,원동기장치자전거,960882.0,1958904.9999999998,127.0566777,37.62877036,14676,서울특별시 노원구청,서울특별시 노원구 월계로49길 20 인덕대학정문앞,서울특별시 노원구 월계2동 633-73,생활방범,1,130.0,회전,30.0,201307,02-2116-4917,37.62968205,127.0562559,2019/04/08,3100000,서울특별시 노원구,유치원,두솔유치원,서울특별시 노원구 초안산로 19,서울특별시 노원구 월계동 582,37.629541,127.054129,노원구청,노원경찰서,Y,1.0,5.8~25,2020/07/14,3100000,서울특별시 노원구,0,10,0,10.5,9.3,11.7,24.5
2015,20150329,야,일,1,4,1,0,2,서울,노원구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,중형,중형,961631.0,1960467.0000000002,127.0650838,37.64288056,14704,서울특별시 노원구청,서울특별시 노원구 섬밭로299 아이티고 주변,서울특별시 노원구 중계동 504,생활방범,1,200.0,회전,30.0,201409,02-2116-4917,37.64177401,127.06123240000002,2019/04/08,3100000,서울특별시 노원구,유치원,동은유치원,서울특별시 노원구 동일로207길 17,서울특별시 노원구 중계2동 그린아파트,37.64273512,127.06417179999998,노원구청,노원경찰서,Y,1.0,12,2020/07/14,3100000,서울특별시 노원구,0,10,0,10.5,7.0,16.5,
2015,20151104,주,수,1,1,0,0,0,서울,노원구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,961799.0,1961955.0000000002,127.0669102,37.65629917,14390,서울특별시 노원구청,서울특별시 노원구 상계로18길14,서울특별시 노원구 상계동 176-22,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.65759855,127.06910330000002,2019/04/08,3100000,서울특별시 노원구,유치원,양지유치원,서울특별시 노원구 노원로30길 45,서울특별시 노원구 상계2동 320-1,37.65525923,127.069704,노원구청,노원경찰서,Y,1.0,7.5~8.5,2020/07/14,3100000,서울특별시 노원구,0,6,0,12.2,5.8,19.8,
2015,20151119,야,목,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,962106.0,1959140.9999999998,127.0705366,37.63094878,14564,서울특별시 노원구청,서울특별시 노원구 공릉동707-1,서울특별시 노원구 공릉동707-1,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.63127143,127.0701906,2019/04/08,3100000,서울특별시 노원구,유치원,사라유치원,서울특별시 노원구 동일로198가길 13,서울특별시 노원구 공릉3동 714,37.629848,127.0726209,노원구청,노원경찰서,N,1.0,10~28,2020/07/14,3100000,서울특별시 노원구,0,6,0,8.9,6.7,10.8,
2015,20151017,야,토,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,소형,보행자,961780.0,1958959.0000000002,127.06685159999996,37.62929487,14560,서울특별시 노원구청,서울특별시 노원구 섬밭로123,서울특별시 노원구 공릉동 715,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.62666899,127.0683432,2019/04/08,3100000,서울특별시 노원구,유치원,예진유치원,서울특별시 노원구 섬밭로 123,서울특별시 노원구 공릉3동 715,37.62802146,127.06839590000001,노원구청,노원경찰서,Y,1.0,19~27,2020/07/14,3100000,서울특별시 노원구,0,97,0,18.7,12.4,26.6,
2015,20150521,주,목,1,2,1,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,964289.6999999998,1958627.2,127.0953096,37.62640526,15084,서울특별시 노원구청,서울특별시 노원구 화랑로55길16,서울특별시 노원구 공릉동 27-12,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.62689320000001,127.0944061,2019/04/08,3100000,서울특별시 노원구,초등학교,화랑초교,서울특별시 노원구 화랑로53길 22,서울특별시 노원구 공릉2동 126,37.626918,127.093803,노원구청,노원경찰서,Y,1.0,34,2020/07/14,3100000,서울특별시 노원구,0,98,0,18.7,12.6,26.0,
2015,20151009,주,금,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,964325.0,1958682.0,127.095707,37.62690055,15084,서울특별시 노원구청,서울특별시 노원구 화랑로55길16,서울특별시 노원구 공릉동 27-12,생활방범,1,200.0,고정,30.0,201512,02-2116-4917,37.62689320000001,127.0944061,2019/04/08,3100000,서울특별시 노원구,초등학교,화랑초교,서울특별시 노원구 화랑로53길 22,서울특별시 노원구 공릉2동 126,37.626918,127.093803,노원구청,노원경찰서,Y,1.0,34,2020/07/14,3100000,서울특별시 노원구,0,98,0,16.2,12.8,20.5,
2015,20150711,야,토,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,중형,없음,942224.0,1947134.0,126.8461664,37.52169488,12975,서울특별시 양천구청,서울특별시 양천구 오목로 102-1,서울특별시 양천구 신월동 505-3,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.523389,126.84893999999998,2019/11/20,3140000,서울특별시 양천구,초등학교,양강초교,서울특별시 양천구 오목로 101,서울특별시 양천구 신월2동 496,37.52360403,126.84748010000001,서울특별시 양천구청,양천경찰서,Y,5.0,6,2020/06/01,3140000,서울특별시 양천구,0,96,0,30.4,25.7,36.0,0.0
2015,20150604,주,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,자전거,중형,944267.0,1948780.9999999998,126.8691601,37.53666514,13037,서울특별시 양천구청,서울특별시 양천구 목동중앙로7길 8,서울특별시 양천구 목동 222-46,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.53817700000001,126.872725,2019/11/20,3140000,서울특별시 양천구,초등학교,영도초교,서울특별시 양천구 목동중앙로 70,서울특별시 양천구 목5동 903-1,37.53595157,126.8719438,서울특별시 양천구청,양천경찰서,Y,7.0,7,2020/06/01,3140000,서울특별시 양천구,0,97,0,24.2,17.1,31.5,
2015,20150625,야,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,소형,없음,944671.0,1947994.0,126.8737921,37.52959619,13097,서울특별시 양천구청,서울특별시 양천구 목동동로 266,서울특별시 양천구 목동 406-25,생활방범,4,130.0,360도 전방,30.0,201212,02-2620-4793,37.525602,126.87548,2019/11/20,3140000,서울특별시 양천구,초등학교,목운초교,서울특별시 양천구 목동동로 235,서울특별시 양천구 목1동 922,37.52701123,126.87301059999999,서울특별시 양천구청,양천경찰서,Y,5.0,14,2020/06/01,3140000,서울특별시 양천구,0,9,0,24.8,21.0,29.1,2.0
2015,20151123,주,월,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,941409.0,1947252.0,126.8369345,37.522707,12985,서울특별시 양천구청,서울특별시 양천구 남부순환로67길 15,서울특별시 양천구 신월동 416-4 보라쉬움 아파트 102동 앞,어린이보호,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.524555,126.837581,2019/11/20,3140000,서울특별시 양천구,유치원,다솜유치원,서울특별시 양천구 월정로9길 23-4,서울특별시 양천구 신월4동 422-2,37.52423757,126.8387504,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,0,8.5,6.5,11.0,6.5
2015,20150326,야,목,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,944232.0,1950136.9999999998,126.86866090000002,37.54888472,13006,서울특별시 양천구청,서울특별시 양천구 목동중앙북로7가길 30,서울특별시 양천구 목동 608-8,생활방범,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.549211,126.865929,2019/11/20,3140000,서울특별시 양천구,유치원,동연유치원,서울특별시 양천구 목동중앙북로7길 22,서울특별시 양천구 목3동 602-16,37.54880900000001,126.8677075,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,0,7.9,1.6,14.8,
2015,20150221,야,토,1,2,0,1,0,서울,영등포구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,교량위,소형,소형,945225.0,1947358.0,126.88010929999999,37.52389694,13055,서울특별시 양천구청,서울특별시 양천구 신목로 100-8,서울특별시 양천구 목동 404-78,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.523255,126.876044,2019/11/20,3140000,서울특별시 양천구,유치원,등대유치원,서울특별시 양천구 목동동로12길 60,서울특별시 양천구 신정2동 1279,37.52213281,126.877791,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,0,5.7,4.8,6.7,8.0
2015,20151005,야,월,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,대형,보행자,945025.0,1946964.0,126.8778755,37.52033387,13055,서울특별시 양천구청,서울특별시 양천구 신목로 100-8,서울특별시 양천구 목동 404-78,생활방범,4,130.0,360도 전방,30.0,201012,02-2620-4793,37.523255,126.876044,2019/11/20,3140000,서울특별시 양천구,유치원,등대유치원,서울특별시 양천구 목동동로12길 60,서울특별시 양천구 신정2동 1279,37.52213281,126.877791,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,0,18.0,11.0,25.6,
2015,20150611,야,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,신호위반,단일로,기타단일로,자전거,중형,943810.8,1948039.0000000002,126.8640535,37.52994975,13033,서울특별시 양천구청,서울특별시 양천구 목동중앙서로8가길 25-5,서울특별시 양천구 목동 806-10,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.530773,126.864622,2019/11/20,3140000,서울특별시 양천구,유치원,빛나유치원,서울특별시 양천구 목동로 212,서울특별시 양천구 목1동 925,37.52924998,126.867095,서울특별시 양천구청,양천경찰서,Y,1.0,6,2020/06/01,3140000,서울특별시 양천구,0,99,0,24.6,20.7,30.2,7.5
2015,20150608,야,월,1,1,0,0,0,서울,양천구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,940435.0,1948675.0000000002,126.8257971,37.5354701,13225,서울특별시 양천구청,서울특별시 양천구 가로공원로 91,서울특별시 양천구 신월동 48-8,생활방범,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.535725,126.826008,2019/11/20,3140000,서울특별시 양천구,유치원,광영유치원,서울특별시 양천구 남부순환로30길 17,서울특별시 양천구 신월3동 43-2,37.53719702,126.8232754,서울특별시 양천구청,양천경찰서,Y,0.0,6,2020/06/01,3140000,서울특별시 양천구,0,10,0,22.4,18.2,27.8,
2015,20151105,주,목,1,1,0,0,0,서울,양천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,940176.0,1948634.0,126.8228691,37.5350838,13225,서울특별시 양천구청,서울특별시 양천구 가로공원로 91,서울특별시 양천구 신월동 48-8,생활방범,3,200.0,360도 전방,30.0,201012,02-2620-4793,37.535725,126.826008,2019/11/20,3140000,서울특별시 양천구,유치원,광영유치원,서울특별시 양천구 남부순환로30길 17,서울특별시 양천구 신월3동 43-2,37.53719702,126.8232754,서울특별시 양천구청,양천경찰서,Y,0.0,6,2020/06/01,3140000,서울특별시 양천구,0,10,0,13.2,8.6,19.2,
2015,20150425,야,토,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도부근,중형,보행자,945175.0,1949906.0,126.8793531,37.5468593,14300,서울특별시 양천구청,"서울특별시 양천구 목동중앙북로24길 1-31, 목동근린공원","서울특별시 양천구 목동 517-21, 놀이터",기타,1,200.0,120도,30.0,201312,02-2620-4793,37.54616,126.87973999999998,2019/11/20,3140000,서울특별시 양천구,어린이집,다솜어린이집,서울특별시 양천구 목동중앙로13길 22,서울특별시 양천구 목2동 131-3,37.5453431,126.8818404,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,0,15.9,9.2,23.0,
2015,20151107,주,토,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,보행자,940889.0,1949108.9999999998,126.8309006,37.53941096,13241,서울특별시 양천구청,서울특별시 양천구 월정로38길 6,서울특별시 양천구 신월동 66-20,생활방범,4,130.0,360도 전방,30.0,201112,02-2620-4793,37.538631,126.833622,2019/11/20,3140000,서울특별시 양천구,어린이집,강서중앙어린이집,서울특별시 양천구 월정로42길 7,서울특별시 양천구 신월5동 22-15,37.54057367,126.8329803,서울특별시 양천구청,양천경찰서,Y,1.0,5,2020/06/01,3140000,서울특별시 양천구,0,98,0,10.5,9.3,11.7,24.5
