관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
서울특별시 강북구청,서울특별시 강북구 인수봉로 6길 64,서울특별시 강북구 삼양동 836-39,생활방범,1,420,,30,19-Feb,02-901-7266,37.6224,127.0163,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로80길 19(맞은편 공원),서울특별시 강북구 인수동 605-499,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6448,127.0117,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로80길 19(맞은편 공원),서울특별시 강북구 인수동 605-499,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6448,127.0117,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로80길 19(맞은편 공원),서울특별시 강북구 인수동 605-499,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6448,127.0117,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로23길 60,서울특별시 강북구 수유1동 산127-17,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6276,127.0091,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로23길 60,서울특별시 강북구 수유1동 산127-17,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6276,127.0091,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로23가길 4-18(옆 공원),서울특별시 강북구 수유1동 486-1342,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6274,127.0103,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로23가길 4-18(옆 공원),서울특별시 강북구 수유1동 486-1342,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6274,127.0103,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로19길 113(116동 뒤 공원),서울특별시 강북구 삼각산동 813-7,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6138,127.0191,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로19길 113(116동 뒤 공원),서울특별시 강북구 삼각산동 813-7,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6138,127.0191,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로19길 113(116동 뒤 공원),서울특별시 강북구 삼각산동 813-7,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6138,127.0191,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 도봉로23길 17,서울특별시 강북구 송천동 330-79,시설물관리,1,200,,30,18-May,02-901-5897,37.6189,127.028,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 월계로7길 38-6,서울특별시 강북구 송중동 49-58,시설물관리,1,200,,30,18-May,02-901-5897,37.6117,127.0338,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로6길 106,서울특별시 강북구 송중동 51-29,시설물관리,1,200,,30,18-May,02-901-5897,37.6118,127.0331,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로6길 106,서울특별시 강북구 송중동 51-29,시설물관리,1,200,,30,18-May,02-901-5897,37.6118,127.0331,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 도봉로38길 11(맞은편 공원),서울특별시 강북구 송중동 128-8,공원및놀이터,1,420,,30,18-Nov,02-901-7266,37.6227,127.0286,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 도봉로38길 11(맞은편 공원),서울특별시 강북구 송중동 128-8,공원및놀이터,1,200,,30,18-Nov,02-901-7266,37.6227,127.0286,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 도봉로38길 11(맞은편 공원),서울특별시 강북구 송중동 128-8,공원및놀이터,1,200,,30,18-Nov,02-901-7266,37.6227,127.0286,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4길 50,서울특별시 강북구 인수동 516-9,생활방범,1,420,,30,19-Feb,02-901-7266,37.6385,127.0089,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4길 50,서울특별시 강북구 인수동 516-9,생활방범,1,200,,30,19-Feb,02-901-7266,37.6384,127.009,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4길 50,서울특별시 강북구 인수동 516-9,생활방범,1,200,,30,19-Feb,02-901-7266,37.6384,127.009,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4가길 20,서울특별시 강북구 인수동 516-112,생활방범,1,420,,30,19-Feb,02-901-7266,37.6373,127.0071,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4가길 20,서울특별시 강북구 인수동 516-112,생활방범,1,200,,30,19-Feb,02-901-7266,37.6373,127.0072,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4가길 20,서울특별시 강북구 인수동 516-112,생활방범,1,200,,30,19-Feb,02-901-7266,37.6373,127.0072,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로55다길 5,서울특별시 강북구 인수동 516-127,생활방범,1,420,,30,19-Feb,02-901-7266,37.6368,127.0096,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로55다길 5,서울특별시 강북구 인수동 516-127,생활방범,1,200,,30,19-Feb,02-901-7266,37.6368,127.0097,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4나길 23(뒤 버스정류장),서울특별시 강북구 인수동 516-141,생활방범,1,420,,30,19-Feb,02-901-7266,37.637,127.0079,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4나길 23(뒤 버스정류장),서울특별시 강북구 인수동 516-141,생활방범,1,200,,30,19-Feb,02-901-7266,37.637,127.008,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로4나길 23(뒤 버스정류장),서울특별시 강북구 인수동 516-141,생활방범,1,200,,30,19-Feb,02-901-7266,37.637,127.008,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔매로 22길 28,서울특별시 강북구 삼양동 791-1666,생활방범,1,420,,30,19-Feb,02-901-7266,37.6246,127.0162,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔매로 22길 28,서울특별시 강북구 삼양동 791-1666,생활방범,1,200,,30,19-Feb,02-901-7266,37.6246,127.0163,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔매로 22길 28,서울특별시 강북구 삼양동 791-1666,생활방범,1,200,,30,19-Feb,02-901-7266,37.6246,127.0163,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 도봉로 67나길 7-1,서울특별시 강북구 삼양동 791-74,생활방범,1,420,,30,19-Feb,02-901-7266,37.6296,127.0208,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 수유로 53-7(맞은편 공원),서울특별시 강북구 수유3동 134-40,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6361,127.0197,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 수유로 53-7(맞은편 공원),서울특별시 강북구 수유3동 134-40,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6361,127.0197,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로80나길 52,서울특별시 강북구 수유1동 49-7,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6333,127.0206,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로80나길 52,서울특별시 강북구 수유1동 49-7,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6333,127.0207,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로28나길 26(맞은편 공원),서울특별시 강북구 수유1동 475-115,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6296,127.0149,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로28나길 26(맞은편 공원),서울특별시 강북구 수유1동 475-115,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6296,127.0149,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로27길 56(맞은편 공원),서울특별시 강북구 삼각산동 811-8,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6187,127.018,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로27길 56(맞은편 공원),서울특별시 강북구 삼각산동 811-8,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6187,127.018,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 덕릉로40길 74(맞은편 공원),서울특별시 강북구 번2동 228,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6342,127.034,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 덕릉로40길 74(맞은편 공원),서울특별시 강북구 번2동 228,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6342,127.034,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로6길 7(맞은편 공원),서울특별시 강북구 송중동 89-6,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6161,127.032,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로6길 7(맞은편 공원),서울특별시 강북구 송중동 89-6,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6161,127.032,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 56 롯데APT101동(옆 공원),서울특별시 강북구 송중동 5-14,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6167,127.0354,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 56 롯데APT101동(옆 공원),서울특별시 강북구 송중동 5-14,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6168,127.0355,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 56 롯데APT101동(옆 공원),서울특별시 강북구 송중동 5-14,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6168,127.0358,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 56 롯데APT101동(옆 공원),서울특별시 강북구 송중동 5-14,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6168,127.0358,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔매로7가길 33(옆 공원),서울특별시 강북구 삼양동 791-1467,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6258,127.0156,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔매로7가길 33(옆 공원),서울특별시 강북구 삼양동 791-1467,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6258,127.0156,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔샘로 159 벽산APT 111동,서울특별시 강북구 삼양동 산108-19,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6206,127.0086,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔샘로 159 벽산APT 111동,서울특별시 강북구 삼양동 산108-19,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6206,127.0086,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔샘로 159 벽산APT 111동,서울특별시 강북구 삼양동 산108-19,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6208,127.0088,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 솔샘로 159 벽산APT 111동,서울특별시 강북구 삼양동 산108-19,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6208,127.0088,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로17길 18(맞은편 공원),서울특별시 강북구 삼양동 산108-94,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.625,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로17길 18(맞은편 공원),서울특별시 강북구 삼양동 산108-94,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.625,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로17길 18(맞은편 공원),서울특별시 강북구 삼양동 산108-94,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.625,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로17길 18(맞은편 공원),서울특별시 강북구 삼양동 산108-94,공원및놀이터,1,200,,30,19-Feb,02-901-7266,37.625,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로19가길 3(옆 공원),서울특별시 강북구 삼양동 산108-95,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6259,127.0118,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로19가길 3(옆 공원),서울특별시 강북구 삼양동 산108-95,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6259,127.0118,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로8길 2(옆 공원),서울특별시 강북구 우이동 576-50,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6474,127.0092,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로8길 2(옆 공원),서울특별시 강북구 우이동 576-50,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6474,127.0092,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로80길 19(맞은편 공원),서울특별시 강북구 인수동 605-499,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6448,127.0117,2020-05-12,3080000,서울특별시 강북구
서울특별시 동대문구,서울특별시 동대문구 전농동 35,서울특별시 동대문구 답십리1동 268-4,어린이보호,3,200,,,06-Jan,02-2127-4091,37.5681,127.0569,2020-04-01,3050000,서울특별시 동대문구
서울특별시 동대문구,서울특별시 동대문구 천호대로69나길 23,서울특별시 동대문구 답십리1동 294-129,어린이보호,3,200,,,06-Jan,02-2127-4091,37.5691,127.0538,2020-04-01,3050000,서울특별시 동대문구
서울특별시 동대문구,서울특별시 동대문구 천호대로 281,서울특별시 동대문구 답십리1동 495-3,생활방범,3,200,,,06-Jan,02-2127-4091,37.5669,127.0529,2020-04-01,3050000,서울특별시 동대문구
서울특별시 동대문구,서울특별시 동대문구 사가정로2길 9,서울특별시 동대문구 답십리동 714,생활방범,3,200,,,07-Jan,02-2127-4091,37.5714,127.0509,2020-04-01,3050000,서울특별시 동대문구
서울특별시 동대문구,서울특별시 동대문구 답십리로38길 25,서울특별시 동대문구 답십리1동 470-3,생활방범,3,200,,,07-Jan,02-2127-4091,37.5733,127.0499,2020-04-01,3050000,서울특별시 동대문구
서울특별시 강북구청,서울특별시 강북구 인수봉로58길 5-1,서울특별시 강북구 인수동 410-220,생활방범,1,200,,30,18-Jan,02-901-7266,37.6374,127.0135,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로20길 7-7,서울특별시 강북구 인수동 391-42,생활방범,1,900,,30,18-Jan,02-901-7266,37.6403,127.0165,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로20길 7-7,서울특별시 강북구 인수동 391-42,생활방범,1,200,,30,18-Jan,02-901-7266,37.6403,127.0165,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼각산로20길 7-7,서울특별시 강북구 인수동 391-42,생활방범,1,200,,30,18-Jan,02-901-7266,37.6403,127.0165,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로87길 51-8,서울특별시 강북구 인수동 445-54,생활방범,1,900,,30,18-Jan,02-901-7266,37.6359,127.0146,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로87길 51-8,서울특별시 강북구 인수동 445-54,생활방범,1,200,,30,18-Jan,02-901-7266,37.6359,127.0146,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로87길 51-8,서울특별시 강북구 인수동 445-54,생활방범,1,200,,30,18-Jan,02-901-7266,37.6359,127.0146,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로87길 51-8,서울특별시 강북구 인수동 445-54,생활방범,1,200,,30,18-Jan,02-901-7266,37.6359,127.0146,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 55(옆 공원),서울특별시 강북구 송중동 산25-21,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6229,127.0337,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 55(옆 공원),서울특별시 강북구 송중동 산25-21,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6229,127.0337,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 55(옆 공원),서울특별시 강북구 송중동 산25-21,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6229,127.0337,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 55(옆 공원),서울특별시 강북구 송중동 산25-21,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6229,127.0337,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 149,서울특별시 강북구 송중동 산25-52,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6207,127.0345,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오패산로52라길 149,서울특별시 강북구 송중동 산25-52,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6207,127.0345,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번2동 산23-3,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.6287,127.038,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번2동 산23-3,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6287,127.038,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번2동 산23-3,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6287,127.038,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-13,서울특별시 강북구 번2동 314,공원및놀이터,1,900,,30,18-Jan,02-901-7266,37.629,127.0384,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-13,서울특별시 강북구 번2동 314,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.629,127.0384,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 오현로 187-13,서울특별시 강북구 번2동 314,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.629,127.0384,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 561,서울특별시 강북구 우이동 80,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6539,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 561,서울특별시 강북구 우이동 80,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6539,127.0112,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 561,서울특별시 강북구 우이동 80,공원및놀이터,1,200,,30,18-Jan,02-901-7266,37.6531,127.0123,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 561,서울특별시 강북구 우이동 80,공원및놀이터,1,740,,30,18-Jan,02-901-7266,37.6531,127.0123,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로109길 21,서울특별시 강북구 인수동 348-21,생활방범,1,200,,30,18-Jan,02-901-7266,37.6419,127.0157,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로109길 21,서울특별시 강북구 인수동 348-21,생활방범,1,200,,30,18-Jan,02-901-7266,37.6419,127.0157,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로109길 21,서울특별시 강북구 인수동 348-21,생활방범,1,200,,30,18-Jan,02-901-7266,37.6419,127.0157,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로58길 5-1,서울특별시 강북구 인수동 410-220,생활방범,1,900,,30,18-Jan,02-901-7266,37.6374,127.0135,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로58길 5-1,서울특별시 강북구 인수동 410-220,생활방범,1,200,,30,18-Jan,02-901-7266,37.6374,127.0135,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로58길 5-1,서울특별시 강북구 인수동 410-220,생활방범,1,200,,30,18-Jan,02-901-7266,37.6374,127.0135,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,생활방범,1,900,,30,18-Jan,02-901-7266,37.6391,127.0229,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,생활방범,1,200,,30,18-Jan,02-901-7266,37.6391,127.0229,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,생활방범,1,200,,30,18-Jan,02-901-7266,37.6391,127.0229,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,생활방범,1,200,,30,18-Jan,02-901-7266,37.6391,127.0229,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,생활방범,1,200,,30,18-Jan,02-901-7266,37.6391,127.0229,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로165길 20-27,서울특별시 강북구 우이동 21-95,생활방범,1,900,,30,18-Jan,02-901-7266,37.6607,127.0132,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로165길 20-27,서울특별시 강북구 우이동 21-95,생활방범,1,200,,30,18-Jan,02-901-7266,37.6607,127.0132,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로165길 20-27,서울특별시 강북구 우이동 21-95,생활방범,1,200,,30,18-Jan,02-901-7266,37.6607,127.0132,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로84길 11-24,서울특별시 강북구 우이동 569-44,생활방범,1,900,,30,18-Jan,02-901-7266,37.647,127.0114,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로84길 11-24,서울특별시 강북구 우이동 569-44,생활방범,1,200,,30,18-Jan,02-901-7266,37.647,127.0114,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로84길 11-24,서울특별시 강북구 우이동 569-44,생활방범,1,200,,30,18-Jan,02-901-7266,37.647,127.0114,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 인수봉로84길 11-24,서울특별시 강북구 우이동 569-44,생활방범,1,200,,30,18-Jan,02-901-7266,37.647,127.0114,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 581-8,서울특별시 강북구 우이동 65-8,생활방범,1,900,,30,18-Jan,02-901-7266,37.6551,127.0126,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로 581-8,서울특별시 강북구 우이동 65-8,생활방범,1,200,,30,18-Jan,02-901-7266,37.6551,127.0126,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로159길 81,서울특별시 강북구 우이동 125-5,생활방범,1,900,,30,18-Jan,02-901-7266,37.6584,127.0096,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로159길 81,서울특별시 강북구 우이동 125-5,생활방범,1,200,,30,18-Jan,02-901-7266,37.6584,127.0096,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로159길 81,서울특별시 강북구 우이동 125-5,생활방범,1,200,,30,18-Jan,02-901-7266,37.6584,127.0096,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로139가길 40,서울특별시 강북구 우이동 71-10,생활방범,1,900,,30,18-Jan,02-901-7266,37.6511,127.0125,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로139가길 40,서울특별시 강북구 우이동 71-10,생활방범,1,200,,30,18-Jan,02-901-7266,37.6511,127.0125,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로139가길 40,서울특별시 강북구 우이동 71-10,생활방범,1,200,,30,18-Jan,02-901-7266,37.6511,127.0125,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로2길 4,서울특별시 강북구 우이동 280-5,생활방범,1,900,,30,18-Jan,02-901-7266,37.6482,127.0129,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로2길 4,서울특별시 강북구 우이동 280-5,생활방범,1,200,,30,18-Jan,02-901-7266,37.6482,127.0129,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로2길 4,서울특별시 강북구 우이동 280-5,생활방범,1,200,,30,18-Jan,02-901-7266,37.6482,127.0129,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 4.19로2길 4,서울특별시 강북구 우이동 280-5,생활방범,1,200,,30,18-Jan,02-901-7266,37.6482,127.0129,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로123길 22-4,서울특별시 강북구 우이동 289-7,생활방범,1,900,,30,18-Jan,02-901-7266,37.6451,127.0142,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로123길 22-4,서울특별시 강북구 우이동 289-7,생활방범,1,200,,30,18-Jan,02-901-7266,37.6451,127.0142,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로123길 22-4,서울특별시 강북구 우이동 289-7,생활방범,1,200,,30,18-Jan,02-901-7266,37.6451,127.0142,2020-05-12,3080000,서울특별시 강북구
서울특별시 강북구청,서울특별시 강북구 삼양로109길 21,서울특별시 강북구 인수동 348-21,생활방범,1,900,,30,18-Jan,02-901-7266,37.6419,127.0157,2020-05-12,3080000,서울특별시 강북구
