발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,20181204,주,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,특수차,특수차,보행자,보행자,942636,1950482,126.850567,37.55189622
2018,20180821,주,화,1,3,1,1,0,서울,강서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,940552,1951382,126.826902,37.55987576
2018,20180628,야,목,1,3,2,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,942095,1951147,126.84439,37.55785602
2018,20180106,야,토,1,2,1,0,0,서울,강서구,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,승용차,승용차,승용차,941451,1953365,126.8369218,37.57780605
2018,20180707,주,토,1,1,0,0,0,서울,강동구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,자전거,자전거,969325,1948908,127.1527787,37.53898438
2018,20180122,주,월,1,9,4,4,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,962028,1945772,127.0703454,37.51044669
2018,20180601,야,금,1,1,0,0,0,서울,송파구,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,965644,1944213,127.1113326,37.49653646
2018,20180108,야,월,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966474,1947980,127.1205502,37.53052064
2018,20181122,야,목,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945212,1944126,126.8802031,37.49476575
2018,20181206,주,목,1,1,0,0,0,서울,구로구,차대사람,기타,기타,신호위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,941276,1943489,126.83573,37.48878243
2018,20180921,야,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,956540,1942240,127.0084592,37.47836938
2018,20180809,주,목,1,2,0,1,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,957238,1946498,127.0161058,37.51678079
2018,20180405,야,목,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,956408,1944087,127.0068569,37.49501082
2018,20180508,야,화,1,1,0,0,0,서울,서초구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,956987,1945601,127.0133181,37.50868417
2018,20180912,야,수,1,1,0,0,0,서울,양천구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,941362,1947647,126.8363711,37.52626416
2018,20181120,주,화,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,942056,1946964,126.8442787,37.52015212
2018,20180326,야,월,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,942712,1947237,126.8516806,37.52265367
2018,20181225,야,화,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,941006,1947532,126.8323516,37.52520495
2018,20180122,주,월,1,2,0,1,0,서울,노원구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,건설기계,건설기계,승용차,승용차,960903,1958935,127.0569141,37.62904165
2018,20181011,주,목,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,959379,1961975,127.039474,37.65637552
2018,20181230,주,일,1,1,0,0,0,서울,서초구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,954140,1945112,126.9811367,37.50413956
2018,20180227,야,화,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,954153,1942263,126.9814613,37.47846129
