발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,2015-06-04 16:40,주,목,1,3,0,2,0,대구,북구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,1094654,1767301,128.5488512,35.89775426
2015,2015-06-04 17:00,주,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,자전거,자전거,화물차,중형,944267,1948781,126.8691601,37.53666514
2015,2015-06-04 17:05,주,목,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승합차,대형,935882,1962532,126.7730523,37.6600549
2015,2015-06-04 21:27,야,목,1,1,0,0,0,경북,안동시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,소형,보행자,보행자,1107710,1842202,128.7038034,36.57153236
2015,2015-06-04 21:03,야,목,1,1,0,0,0,경북,영천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1125003,1771808,128.8857762,35.93497043
2015,2015-06-04 21:10,야,목,1,1,0,0,0,인천,연수구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,소형,승용차,중형,918240,1934841,126.5761388,37.40908938
2015,2015-06-04 22:45,야,목,1,1,0,0,0,경기,평택시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,이륜차,대형,959483,1882174,127.0450063,36.9370787
2015,2015-06-04 23:20,야,목,1,1,0,0,0,대전,대덕구,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,단일로,기타단일로,승용차,중형,자전거,자전거,991987,1817235,127.4106936,36.35249378
2015,2015-06-05 1:20,야,금,1,1,0,0,0,부산,동래구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,없음,없음,1144942,1689957,129.0920837,35.19448634
2015,2015-06-05 8:32,주,금,1,2,0,1,0,경북,포항시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1172142,1777263,129.4093147,35.97695738
2015,2015-06-05 10:12,주,금,1,2,0,0,1,경남,하동군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승용차,소형,1031353,1668459,127.843632,35.01061364
2015,2015-06-05 11:05,주,금,1,1,0,0,0,충북,충주시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,이륜차,소형,승용차,중형,1038565,1886087,127.9332736,36.97243337
2015,2015-06-05 12:39,주,금,1,2,1,0,0,경북,안동시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1109553,1839825,128.7240591,36.54989862
2015,2015-06-05 13:56,주,금,1,3,1,1,0,충북,옥천군,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,중형,1007487,1811542,127.5833893,36.30117311
2015,2015-06-05 13:30,주,금,1,1,0,0,0,전북,남원시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,이륜차,소형,988794,1712727,127.3765777,35.4102072
2015,2015-06-05 14:40,주,금,1,3,2,0,0,강원,동해시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1133428,1946975,129.0097406,37.5124216
2015,2015-06-05 16:20,주,금,1,1,0,0,0,서울,성북구,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,소형,보행자,보행자,957575,1955136,127.0194195,37.59465293
2015,2015-06-05 17:00,주,금,1,1,0,0,0,충남,금산군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,자전거,자전거,996580,1789326,127.4620053,36.10090468
2015,2015-06-05 19:50,야,금,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,소형,보행자,보행자,973477,1919780,127.2008219,37.27656263
2015,2015-06-05 20:13,야,금,1,1,0,0,0,전북,완주군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,건설기계,건설기계,957389,1759289,127.0282319,35.82917134
2015,2015-06-05 20:42,야,금,1,1,0,0,0,제주,제주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,884402,1491705,126.2567892,33.41079646
2015,2015-06-05 20:50,야,금,1,1,0,0,0,대구,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,1093657,1770916,128.5382309,35.93043797
2015,2015-06-05 21:16,야,금,1,1,0,0,0,경기,수원시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,958509,1921820,127.031874,37.29440348
2015,2015-06-06 2:10,야,토,1,1,0,0,0,대구,달서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,없음,없음,1092353,1761895,128.5227311,35.84924079
2015,2015-06-06 3:45,야,토,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,961760,1948568,127.0671675,37.53563702
2015,2015-06-06 3:53,야,토,1,1,0,0,0,강원,강릉시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1124007,1974035,128.9077657,37.75756656
2015,2015-06-06 4:30,야,토,1,2,0,1,0,경기,이천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,대형,996289,1917044,127.4581535,37.25227091
2015,2015-06-06 6:40,주,토,1,8,7,0,0,경북,영천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1141443,1779664,129.0693723,36.00353153
2015,2015-06-06 15:43,주,토,1,2,1,0,0,서울,중랑구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,이륜차,소형,964355,1956848,127.0961364,37.6103714
2015,2015-06-06 17:10,주,토,1,3,0,2,0,전북,익산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,화물차,중형,950202.2,1774326.2,126.9477254,35.96440329
2015,2015-06-06 20:05,야,토,1,1,0,0,0,광주,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,945799.1,1684306.7,126.9049255,35.1525425
2015,2015-06-07 2:30,야,일,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959389,1961443,127.039617,37.65158097
2015,2015-06-07 2:00,야,일,1,5,0,4,0,울산,남구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,터널안,승용차,중형,승합차,대형,1160193,1728253,129.2670456,35.53731559
2015,2015-06-07 10:55,주,일,1,2,1,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,앞지르기 금지위반,교차로,교차로내,이륜차,대형,이륜차,대형,1014204,1847395,127.6588602,36.62431987
2015,2015-06-07 10:17,주,일,1,2,0,1,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,1108723,1699032,128.6955339,35.28087543
2015,2015-06-07 13:05,주,일,1,1,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,화물차,소형,1074804,1665482,128.3195608,34.98148916
2015,2015-06-07 15:00,주,일,2,2,0,0,0,충남,논산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,958183,1800157,127.0348627,36.19765618
2015,2015-06-07 17:45,주,일,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,966287,1835395,127.1234759,36.51565054
2015,2015-06-07 17:00,주,일,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1081921,1792523,128.4103862,36.12627453
2015,2015-06-07 20:30,야,일,1,1,0,0,0,경북,예천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,중형,1082047,1844104,128.4172263,36.59122797
2015,2015-06-07 21:35,야,일,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1111552.2,1760263.8,128.7350775,35.83253951
2015,2015-06-07 22:43,야,일,1,1,0,0,0,부산,남구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,불명,불명,1146919,1682137,129.1124001,35.12371241
2015,2015-06-07 23:10,야,일,1,1,0,0,0,서울,도봉구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,960673,1960440,127.0542265,37.64259667
2015,2015-06-08 4:55,야,월,1,1,0,0,0,서울,동작구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,951020,1945228,126.9458305,37.50502478
2015,2015-06-08 4:56,야,월,1,1,0,0,0,서울,양천구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,940435,1948675,126.8257971,37.5354701
2015,2015-06-08 10:30,주,월,2,2,0,0,0,경기,구리시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,화물차,중형,보행자,보행자,967420,1955174,127.1309372,37.59539683
2015,2015-06-08 10:20,주,월,1,1,0,0,0,강원,철원군,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,소형,건설기계,건설기계,983646,2018001,127.3133185,38.1620906
2015,2015-06-08 10:25,주,월,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,보행자,보행자,901027,1646829,126.4178858,34.81123824
2015,2015-06-08 11:43,주,월,1,1,0,0,0,서울,도봉구,차대사람,차도통행중,차도통행중,운전자법규위반,부당한 회전,교차로,교차로내,승용차,중형,보행자,보행자,959899,1963616,127.0452789,37.67118894
2015,2015-06-08 14:00,주,월,1,7,3,3,0,전남,구례군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,대형,승용차,소형,996117,1686840,127.4573554,35.17683957
2015,2015-06-08 14:50,주,월,1,1,0,0,0,인천,부평구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,보행자,보행자,930147,1946217,126.7095927,37.51259452
2015,2015-06-08 18:37,야,월,1,1,0,0,0,인천,연수구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,소형,보행자,보행자,927203,1935973,126.677296,37.42003994
2015,2015-06-08 20:50,야,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,999200,1848164,127.4910518,36.63135797
2015,2015-06-08 20:16,야,월,1,1,0,0,0,경북,경산시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1119498,1768313,128.8242378,35.90415666
2015,2015-06-08 22:20,야,월,1,1,0,0,0,부산,강서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,소형,보행자,보행자,1130077,1679014,128.9271266,35.09787806
2015,2015-06-08 23:10,야,월,1,3,1,1,0,경기,김포시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,승용차,중형,927254,1961445,126.6753481,37.64961494
2015,2015-06-08 23:00,야,월,1,4,0,3,0,경기,양평군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1007657,1941858,127.5865996,37.47591685
2015,2015-06-09 4:50,야,화,1,1,0,0,0,충남,아산시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,농기계,농기계,없음,없음,948308,1873388,126.9201192,36.8573336
2015,2015-06-09 8:42,주,화,1,1,0,0,0,충북,음성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,중형,1013275,1902137,127.6494282,37.11781024
2015,2015-06-09 10:30,주,화,1,1,0,0,0,경기,안산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,중형,945917,1921511,126.8898326,37.29097117
2015,2015-06-09 11:20,주,화,1,2,0,1,0,경북,경주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,1142659,1765809,129.0803712,35.87848486
2015,2015-06-09 13:20,주,화,1,2,1,0,0,경남,김해시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,화물차,소형,1117926,1691040,128.7955627,35.2077871
2015,2015-06-09 13:02,주,화,1,1,0,0,0,전북,순창군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,이륜차,사발이,없음,없음,963600,1717645,127.0988763,35.45394845
2015,2015-06-09 15:30,주,화,1,1,0,0,0,충남,청양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,937904,1828427,126.8070558,36.45141543
2015,2015-06-09 17:50,주,화,1,1,0,0,0,경남,양산시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),교차로,교차로내,승용차,중형,보행자,보행자,1138122,1704884,129.0197054,35.32999805
2015,2015-06-09 18:00,야,화,1,1,0,0,0,부산,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1136262,1691101,128.9969593,35.20601426
2015,2015-06-09 22:45,야,화,1,2,1,0,0,전북,고창군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,대형,925118.4,1719470.9,126.6746747,35.46825672
2015,2015-06-09 22:05,야,화,1,2,1,0,0,경북,예천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1084051,1849251,128.44019,36.63744749
2015,2015-06-09 23:59,야,화,1,1,0,0,0,경기,평택시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,961324,1896054,127.0649674,37.06227277
2015,2015-06-10 1:15,야,수,2,2,0,0,0,대전,유성구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,소형,원동기장치자전거,원동기장치자전거,983958.3,1820713.7,127.3211408,36.38375508
2015,2015-06-10 3:10,야,수,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,대형,보행자,보행자,954798,1920743,126.9900712,37.2845228
2015,2015-06-10 8:10,주,수,1,1,0,0,0,강원,고성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,없음,없음,1087718,2030709,128.5028063,38.27248518
2015,2015-06-10 10:30,주,수,1,1,0,0,0,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,이륜차,소형,998570,1665162,127.4843326,34.98136852
2015,2015-06-10 11:30,주,수,1,1,0,0,0,대전,유성구,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,기타단일로,화물차,중형,이륜차,소형,989627,1827271,127.384257,36.44294903
2015,2015-06-10 13:40,주,수,1,1,0,0,0,세종,세종,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,대형,977232,1831842,127.2458186,36.4839431
2015,2015-06-10 14:16,주,수,1,2,1,0,0,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1097105,1690098,128.5667463,35.20152589
2015,2015-06-10 16:54,주,수,1,2,0,1,0,전남,장성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,937920,1706503,126.8167483,35.35221804
2015,2015-06-10 17:00,주,수,1,1,0,0,0,경남,함안군,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1082567,1698408,128.4078932,35.27775002
2015,2015-06-10 20:55,야,수,1,2,1,0,0,경기,파주시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,중형,승용차,중형,941869,1994425,126.8383671,37.94789255
2015,2015-06-10 20:55,야,수,1,1,0,0,0,충남,보령시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,승합차,대형,920225,1802692,126.6124264,36.21812288
2015,2015-06-10 23:40,야,수,1,1,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,교차로,교차로내,이륜차,소형,승용차,중형,1090956,1762176,128.5072947,35.85190461
2015,2015-06-11 0:29,야,목,1,1,0,0,0,전남,해남군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,농기계,농기계,915527,1621169,126.5789679,34.5811757
2015,2015-06-11 4:05,야,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,중형,보행자,보행자,966624,1946172,127.1223301,37.51422979
2015,2015-06-11 5:05,야,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,운전자법규위반,신호위반,단일로,기타단일로,자전거,자전거,승용차,중형,943810.8,1948039,126.8640535,37.52994975
2015,2015-06-11 5:15,야,목,1,2,1,0,0,전남,순천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,977042,1665489,127.2484591,34.98405769
2015,2015-06-11 9:00,주,목,1,1,0,0,0,경기,고양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,932013,1961836,126.7292553,37.65350365
2015,2015-06-11 9:15,주,목,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,1109701,1682271,128.7040533,35.129666
2015,2015-06-11 12:00,주,목,1,2,1,0,0,경남,고성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,1076007,1665197,128.3327138,34.97882978
2015,2015-06-11 13:15,주,목,1,1,0,0,0,전북,임실군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,987592,1730450,127.3630681,35.56999564
2015,2015-06-11 14:27,주,목,1,1,0,0,0,인천,중구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,대형,913937,1946279,126.5261865,37.51178357
2015,2015-06-11 15:30,주,목,1,1,0,0,0,경북,김천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1043491,1775823,127.9824145,35.97819944
2015,2015-06-11 16:25,주,목,1,1,0,0,0,부산,해운대구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,보행자,보행자,1148597,1689785,129.1321859,35.19240162
2015,2015-06-11 16:53,주,목,1,1,0,0,0,경남,김해시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,1123003,1693843,128.8517452,35.23244541
2015,2015-06-11 18:30,야,목,1,1,0,0,0,충남,서산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,화물차,소형,907153,1865871,126.4594141,36.78643281
2015,2015-06-11 21:30,야,목,1,1,0,0,0,충남,부여군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,경형,없음,없음,940294,1802462,126.8357151,36.21749721
2015,2015-06-11 22:55,야,목,1,2,1,0,0,경남,김해시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1124360,1698447,128.8673511,35.27378069
2015,2015-06-12 4:38,야,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,946763,1943328,126.8978058,37.48766398
2015,2015-06-12 4:00,야,금,1,3,2,0,0,경북,구미시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1079691,1790797,128.3854323,36.11090096
2015,2015-06-12 5:10,야,금,1,1,0,0,0,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,925338,1960600,126.6537168,37.64184559
2015,2015-06-12 8:13,주,금,1,1,0,0,0,강원,영월군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1086741,1909484,128.4771768,37.18010213
2015,2015-06-12 9:53,주,금,1,1,0,0,0,전북,고창군,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,사발이,화물차,소형,917851,1706542,126.5958867,35.35111934
2015,2015-06-12 11:38,주,금,1,1,0,0,0,경북,경주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1159469,1785032,129.27038,36.04912277
2015,2015-06-12 14:40,주,금,1,3,1,0,1,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,943429,1953390,126.8593198,37.57815507
2015,2015-06-12 14:40,주,금,2,3,1,0,0,충남,태안군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,특수차,소형,894294,1846128,126.3180502,36.60714195
2015,2015-06-12 16:30,주,금,1,1,0,0,0,충남,금산군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,자전거,자전거,999665,1789587,127.4962782,36.10326377
2015,2015-06-12 17:30,주,금,1,1,0,0,0,전남,고흥군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,985218,1633612,127.3386017,34.69675483
2015,2015-06-12 22:50,야,금,1,4,3,0,0,경남,함안군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,소형,1091145,1702170,128.5026215,35.31092221
2015,2015-06-13 1:10,야,토,1,2,0,0,1,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,없음,없음,936566,1974470,126.7797659,37.76769517
2015,2015-06-13 2:23,야,토,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,936812,1944221,126.7851751,37.49508524
2015,2015-06-13 6:11,주,토,1,3,1,1,0,경기,안산시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,건설기계,건설기계,939668,1924511,126.8190915,37.31762673
2015,2015-06-13 6:18,주,토,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,단일로,횡단보도상,자전거,자전거,승용차,대형,1109672,1691557,128.7049697,35.2133842
2015,2015-06-13 8:45,주,토,1,2,1,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1166068,1717294,129.3295815,35.43758519
2015,2015-06-13 11:10,주,토,1,2,0,1,0,경기,용인시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,승합차,대형,966356,1899661,127.1214052,37.09498074
2015,2015-06-13 14:56,주,토,1,1,0,0,0,경북,예천군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,원동기장치자전거,원동기장치자전거,1092026,1845745,128.5289653,36.60510863
2015,2015-06-13 15:36,주,토,1,1,0,0,0,경북,울진군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,이륜차,중형,1168297,1899110,129.3932649,37.07550421
2015,2015-06-13 16:50,주,토,1,1,0,0,0,전남,강진군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,932401,1615252,126.763405,34.52906971
2015,2015-06-13 16:00,주,토,1,1,0,0,0,대전,동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,993948.4,1817256,127.4325536,36.35269744
2015,2015-06-13 17:35,주,토,1,1,0,0,0,충북,보은군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,이륜차,소형,1003751.4,1825950.6,127.5418522,36.43109402
2015,2015-06-13 17:00,주,토,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,소형,보행자,보행자,954339,1855633,126.9888362,36.69759358
2015,2015-06-13 21:35,야,토,1,2,1,0,0,충남,공주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,960824,1830756,127.062699,36.47362208
2015,2015-06-14 3:40,야,일,1,1,0,0,0,울산,동구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,이륜차,중형,없음,없음,1174476,1722602,129.4233061,35.4839802
